codeP,date,spe,sp_check,region,site,depth,season,P,I,Volume,Weight,Surface,Vi,V.bio,W.fil,W.fil.tis,W.fil.tis.bur,countS.1,countS.2,countS.3,countS.4,countS.5,countS.6,countC.1,countC.2,countC.3,countC.4,countC.5,countC.6,V.chl.slurry,V.extraction.T,V.extraction.S,A750T,A664T,A647T,A630T,A750S,A664S,A647S,A630S,SDS1V,V.prot.slurry,STC,STCX4,STCX3,STCX2,STCX1,STCE,abs.prot.blank,abs.prot.zoox1,abs.prot.zoox2,abs.prot.zoox3,abs.prot.host1,abs.prot.host2,abs.prot.host3,STC-2 (for host),STCX4b,STCX3b,STCX2b,STCX1b,STCEb,abs.prot.blank.b,Hdelta15N,Hdelta13C,Zdelta15N,Zdelta13C,H_N%,H_C%,Z_N%,Z_C%,SST_mean,SST_sd,light_mean,light_sd
PSPD4,13/02/2017,P. profundacella,1,GI,Guiwan ,36,w,1,1,2192.9951,3.5511,1511.7318,10,1,0.0901,0.1084,0.1032,93,85,65,85,50,105,15,23,16,23,19,26,3,10,10,0.002,0.18,0.052,0.057,0.012,0.491,0.26,0.157,2,5,STC.2017.12.14a,-101.74,371.5,-275.87,784.78,-2.1083,0.08295,0.4415,0.4561,NA,0.9583,0.9879,NA,NA,NA,NA,NA,NA,NA,NA,3.568,-19.517,1.794,-20.943,0.4408431,2.6653416,5.9934318,50.2894399,25.10322581,0.186429381,9.450157491,2.955163827
PSPD5,13/02/2017,P. profundacella,1,GI,Guiwan ,36,w,1,1,4737.0303,8.4462,2040.0292,10.5,1,0.0896,0.1102,0.1045,120,70,120,160,120,175,12,20,5,14,11,17,3,10,10,0.003,0.18,0.054,0.055,0.008,0.57,0.208,0.166,2,5,STC.2017.12.14a,-101.74,371.5,-275.87,784.78,-2.1083,0.08295,0.6893,0.6716,NA,1.3174,1.3622,NA,NA,NA,NA,NA,NA,NA,NA,3.981,-18.31,3.169,-18.282,0.4926733,3.1899107,7.2789713,52.987751,25.10322581,0.186429381,9.450157491,2.955163827
PSPD7,13/02/2017,P. profundacella,1,GI,Guiwan ,40,w,1,1,833.9189,1.4505,790.3587,10,1,0.0895,0.1081,0.1033,105,145,130,90,95,80,4,12,5,11,4,5,3,10,10,0.003,0.223,0.067,0.072,0.008,0.977,0.516,0.278,2,5,STC.2017.12.14a,-101.74,371.5,-275.87,784.78,-2.1083,0.08295,0.62,0.6043,NA,0.8131,0.8518,NA,NA,NA,NA,NA,NA,NA,NA,4.27,-17.6,3.347,-17.698,0.4161949,2.5889654,5.8907031,51.7370239,25.10322581,0.186429381,8.22187065,2.703807284
PSPD8,13/02/2017,P. profundacella,1,GI,Guiwan ,40,w,1,1,5262.9141,9.6889,2660.6323,10.5,1,0.089,0.1092,0.1041,150,215,210,170,195,125,31,29,17,29,10,24,3,10,10,0.006,0.201,0.064,0.068,0.014,0.355,0.189,0.149,2,5,STC.2017.12.14a,-101.74,371.5,-275.87,784.78,-2.1083,0.08295,0.5807,0.6997,NA,1.0644,1.114,NA,NA,NA,NA,NA,NA,NA,NA,4.012,-18.23,3.571,-17.941,0.4041904,2.8802051,5.771951,51.5192037,25.10322581,0.186429381,8.22187065,2.703807284
PSPSS4,22/07/2017,P. profundacella,1,GI,Guiwan ,10,s,1,1,6284.774414,12.4176,3897.476563,10,1,0.0903,0.1088,0.1037,79,87,80,77,88,75,25,51,36,43,43,42,3,10,10,0.003,0.087,0.028,0.033,0.011,0.988,0.509,0.314,2,5,STC.2017.12.14a,-101.74,371.5,-275.87,784.78,-2.1083,0.08295,0.3895,0.4333,NA,1.3875,1.4631,NA,NA,NA,NA,NA,NA,NA,NA,3.451,-14.313,2.471,-15.453,0.5193688,4.4610214,5.9978168,52.5777623,28.34967213,1.07605602,44.06271592,4.294457341
PSPSS5,22/07/2017,P. profundacella,1,GI,Guiwan ,10,s,1,1,43815.29688,63.4653,9857.433594,10,1,0.0896,0.1069,0.1021,78,115,41,57,76,61,12,15,1,7,4,6,3,10,10,0.002,0.172,0.052,0.056,0.012,1.25,0.766,0.361,2,5,STC.2017.12.14a,-101.74,371.5,-275.87,784.78,-2.1083,0.08295,0.6602,0.6422,NA,1.13,1.2016,NA,NA,NA,NA,NA,NA,NA,NA,4.413,-13.764,2.941,-14.619,0.6680962,5.7542785,5.0244192,49.8806705,28.34967213,1.07605602,44.06271592,4.294457341
PSPSS6,22/07/2017,P. profundacella,1,GI,Guiwan ,10,s,1,1,26580.80273,48.6557,7759.58252,10,1,0.0894,0.1082,0.1033,80,100,120,90,110,85,22,37,28,22,21,29,3,10,10,0.004,0.09,0.029,0.033,0.008,0.88,0.425,0.255,2,5,STC.2017.12.14a,-101.74,371.5,-275.87,784.78,-2.1083,0.08295,0.3787,0.3843,NA,0.9927,1.06,NA,NA,NA,NA,NA,NA,NA,NA,3.548,-14.107,2.588,-13.895,0.63157,5.1563559,5.5995167,50.5573597,28.34967213,1.07605602,44.06271592,4.294457341
PSPDS1,18/07/2017,P. profundacella,1,GI,Guiwan ,40,s,1,1,8196.053711,13.7644,5917.991211,10,1,0.0892,0.1089,0.1046,52,48,66,59,64,61,17,25,9,21,14,19,3,10,10,0.001,0.07,0.021,0.023,0.004,1.008,0.526,0.301,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,0.4185,0.4285,NA,0.7684,0.7843,NA,NA,NA,NA,NA,NA,NA,NA,4.596,-15.082,3.121,-15.504,0.4092241,3.0478166,5.8479044,44.7645496,28.34967213,1.07605602,19.06912032,4.17121641
PSPDS2,18/07/2017,P. profundacella,1,GI,Guiwan ,40,s,1,1,25641.87305,42.4532,9167.279297,10,1,0.0896,0.1081,0.1037,85,59,65,100,80,135,22,22,14,19,13,25,3,10,10,0,0.105,0.03,0.032,0.003,0.292,0.153,0.111,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,0.607,0.5299,NA,0.8562,0.8382,NA,NA,NA,NA,NA,NA,NA,NA,4.217,-15.796,3.719,-15.275,0.6667788,4.463999,6.7839922,52.9686336,28.34967213,1.07605602,19.06912032,4.17121641
PSPDS5,18/07/2017,P. profundacella,1,GI,Guiwan ,40,s,1,3,9325.248047,13.6121,4997.047852,10,1,0.0895,0.1072,0.1022,93,90,100,92,83,103,13,14,10,19,6,19,3,10,10,0.001,0.156,0.044,0.046,0.003,0.552,0.246,0.177,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,0.6363,0.623,NA,1.2405,1.2622,NA,NA,NA,NA,NA,NA,NA,NA,4.346,-17.015,NA,NA,0.5340078,5.0104566,NA,NA,28.34967213,1.07605602,19.06912032,4.17121641
PSPDS6,18/07/2017,P. profundacella,1,GI,Guiwan ,40,s,1,1,43042.625,76.0907,23134.34766,10,1,0.0893,0.1068,0.1022,100,129,86,108,81,85,9,14,5,6,4,5,3,10,10,0.001,0.115,0.034,0.039,0.004,0.698,0.349,0.215,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,0.6606,0.6534,NA,0.98,1.014,NA,NA,NA,NA,NA,NA,NA,NA,3.575,-17.248,3.662,-15.993,0.5589475,5.7585349,5.2158901,46.733019,28.34967213,1.07605602,19.06912032,4.17121641
PSPDS7,18/07/2017,P. profundacella,1,GI,Guiwan ,40,s,1,1,16296.50781,25.0549,8324.958984,10,1,0.0891,0.1088,0.1039,68,58,37,58,42,66,5,13,1,3,3,2,3,10,10,0.001,0.117,0.034,0.039,0.003,0.521,0.195,0.145,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,0.5048,0.4935,NA,0.9942,1.0309,NA,NA,NA,NA,NA,NA,NA,NA,4.171,-16.787,4.049,-16.887,0.6141382,4.5457039,6.2555498,53.1549079,28.34967213,1.07605602,19.06912032,4.17121641
PSPDS8,20/07/2017,P. profundacella,1,GI,Guiwan ,40,s,1,1,28998.6875,57.9799,8031.921875,10,1,0.0879,0.1054,0.1013,34,34,31,25,28,25,3,3,2,2,2,2,3,10,10,0,0.054,0.016,0.019,0.004,0.727,0.363,0.226,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,0.3762,0.3571,NA,0.9512,0.9914,NA,NA,NA,NA,NA,NA,NA,NA,3.793,-17.278,3.513,-17.617,0.7559657,5.4354461,5.7456892,55.2601138,28.34967213,1.07605602,19.06912032,4.17121641
PSPSB2,19/05/2017,P. profundacella,1,NT,Bitou,10,w,1,1,9795.926758,13.1225,6428.891113,10,1,0.0898,0.1138,0.1049,695,925,785,580,615,635,16,32,9,21,15,19,3,10,10,0.002,0.955,0.273,0.287,0.008,0.52,0.242,0.2,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,1.7653,1.6568,NA,2.8066,2.8619,NA,NA,NA,NA,NA,NA,NA,NA,5.598,-14.902,4.179,-14.739,0.7879308,6.1052852,6.3241783,51.467659,21.87770492,1.255479183,18.96877719,0.691423339
PSPSB3,19/05/2017,P. profundacella,1,NT,Bitou,10,w,1,1,2421.790527,3.8821,2178.959473,10,1,0.0893,0.1085,0.1034,125,165,145,145,125,160,16,21,15,27,13,12,3,10,10,0,0.392,0.111,0.121,0.001,0.609,0.347,0.179,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,0.8649,0.8421,NA,1.1026,1.2937,NA,NA,NA,NA,NA,NA,NA,NA,5.513,-18.667,4.529,-18.716,0.6798931,4.5907621,5.5976705,42.0979325,21.87770492,1.255479183,18.96877719,0.691423339
PSPSB4,19/05/2017,P. profundacella,1,NT,Bitou,10,w,1,1,25707.49219,35.4441,13467.46191,10,1,0.09,0.1131,0.1045,305,320,370,255,265,420,15,40,11,25,14,33,3,10,10,0.002,0.6,0.174,0.185,0.008,0.567,0.242,0.188,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,1.534,1.5325,NA,2.1297,2.3058,NA,NA,NA,NA,NA,NA,NA,NA,5.241,-16.182,4.661,-15.202,0.5353449,3.7680822,4.3622687,35.7960316,21.87770492,1.255479183,18.96877719,0.691423339
PSPSB5,19/05/2017,P. profundacella,1,NT,Bitou,10,w,1,1,6591.033691,8.9,2709.17627,10,1,0.0898,0.1085,0.1026,375,455,290,310,230,240,13,17,6,7,7,4,3,10,10,0.009,0.624,0.185,0.194,0.005,0.463,0.183,0.165,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,1.14,1.1254,NA,1.7185,1.8317,NA,NA,NA,NA,NA,NA,NA,NA,6.194,-15.383,4.362,-15.264,0.9068103,6.3328604,6.4630773,49.6855184,21.87770492,1.255479183,18.96877719,0.691423339
PSPSB6,19/05/2017,P. profundacella,1,NT,Bitou,10,w,1,1,43143.20313,54.388,12948.12109,10,1,0.09,0.1105,0.1046,115,155,105,165,160,170,0,4,1,5,2,7,3,10,10,0.002,0.4,0.122,0.126,0.004,0.723,0.323,0.215,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,0.8978,0.998,NA,1.3949,1.4978,NA,NA,NA,NA,NA,NA,NA,NA,3.867,-17.663,4.346,-17.502,0.6564029,4.0420602,5.3277387,41.5057998,21.87770492,1.255479183,18.96877719,0.691423339
PSPSB7,19/05/2017,P. profundacella,1,NT,Bitou,10,w,1,1,41874.79688,61.3707,16907.37305,10,1,0.09,0.1078,0.1027,155,145,145,160,100,85,6,6,0,4,1,5,3,10,10,0,0.281,0.083,0.092,0.003,0.485,0.176,0.144,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,0.7731,0.8043,NA,1.2051,1.2766,NA,NA,NA,NA,NA,NA,NA,NA,6.565,-18.684,3.856,-18.618,0.9053124,5.4251244,5.8254507,43.1608241,21.87770492,1.255479183,18.96877719,0.691423339
PSPSBA1,2/10/2017,P. profundacella,1,NT,Bitou,10,s,1,1,36843.59766,71.4681,8844.174805,10,1,0.0902,0.1096,0.104,235,255,270,260,230,185,1,1,0,2,0,0,3,10,10,0,0.503,0.144,0.166,0.016,0.692,0.269,0.236,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,0.9688,0.965,NA,1.3973,1.4867,NA,NA,NA,NA,NA,NA,NA,NA,6.07,-17.989,3.282,-17.604,0.5222818,3.4940741,5.2835325,43.6523428,28.61901639,0.356364537,22.1440168,3.455177367
PSPSBA2,2/10/2017,P. profundacella,1,NT,Bitou,10,s,1,1,46708.47656,68.2882,11515.0459,10.5,1,0.0891,0.108,0.1019,370,510,420,335,350,345,4,7,5,7,2,4,3,10,10,0.001,0.454,0.133,0.144,0.004,0.575,0.253,0.186,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,1.4313,1.5785,NA,2.2493,2.4151,NA,NA,NA,NA,NA,NA,NA,NA,6.181,-14.96,4.101,-14.079,0.7909287,6.4340102,5.5365313,53.1547343,28.61901639,0.356364537,22.1440168,3.455177367
PSPSBA4,2/10/2017,P. profundacella,1,NT,Bitou,10,s,1,1,1517.849976,2.4197,1069.781738,10.5,1,0.0898,0.111,0.103,795,835,775,740,730,780,2,5,3,5,10,3,3,10,10,0.002,0.704,0.206,0.225,0.007,0.751,0.276,0.243,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,1.4445,1.4195,NA,2.2378,2.4137,NA,NA,NA,NA,NA,NA,NA,NA,5.69,-13.91,4.822,-13.37,0.655612,7.7680697,4.9886554,50.5035358,28.61901639,0.356364537,22.1440168,3.455177367
PSPSBA5,2/10/2017,P. profundacella,1,NT,Bitou,10,s,1,1,20052.51953,33.5729,5367.500977,10,1,0.0901,0.1087,0.1027,385,405,430,420,315,425,2,2,1,1,1,0,3,10,10,0,0.499,0.144,0.157,0.014,0.539,0.264,0.209,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,1.2276,1.2434,NA,1.7983,1.8956,NA,NA,NA,NA,NA,NA,NA,NA,5.801,-16.772,3.54,-16.586,0.9280648,7.0575493,5.113872,45.0863169,28.61901639,0.356364537,22.1440168,3.455177367
PSPSBA6,2/10/2017,P. profundacella,1,NT,Bitou,10,s,1,1,42094.94922,53.2489,10470.41113,10,1,0.0895,0.1091,0.1031,390,440,405,360,405,425,3,7,0,6,3,3,3,10,10,0.003,0.564,0.164,0.175,0.012,0.788,0.343,0.275,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,1.5654,1.7074,NA,1.9656,2.1264,NA,NA,NA,NA,NA,NA,NA,NA,6.064,-16.981,3.752,-17.265,0.8547049,6.7044815,3.9198517,33.5312369,28.61901639,0.356364537,22.1440168,3.455177367
PSPSBA7,2/10/2017,P. profundacella,1,NT,Bitou,10,s,1,1,1833.364624,2.3947,1625.269653,10,1,0.0902,0.1096,0.1035,375,555,480,525,485,525,5,7,5,4,3,1,3,10,10,0.001,0.639,0.183,0.204,0.056,0.986,0.369,0.328,2,5,STC.2017.12.14b,-19.026,81.331,18.622,610.98,0.3041,0.0869,1.2657,1.2886,NA,1.9326,2.0432,NA,NA,NA,NA,NA,NA,NA,NA,6.118,-14.748,4.222,-13.803,0.7317903,7.1514369,4.5562211,50.3087032,28.61901639,0.356364537,22.1440168,3.455177367
STPSB1,27/04/2017,S. pistillata,1,NT,Bitou,10,w,1,1,4624.04834,6.2291,2908.967285,10,1,0.0905,0.1093,0.1029,325,335,370,465,330,350,152,166,144,166,138,154,3,10,10,0.002,0.486,0.147,0.153,0.001,0.048,0.023,0.025,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,1.3666,1.3135,NA,1.8776,1.92,NA,NA,NA,NA,NA,NA,NA,NA,4.774,-19.524,3.16,-19.914,1.448335,10.5274189,8.412097,49.7389986,21.37372881,0.778337969,19.68947976,3.481554209
STPSB3,27/04/2017,S. pistillata,1,NT,Bitou,10,w,1,1,12094.47754,21.0817,5843.703613,10,1,0.0906,0.1111,0.1043,405,380,560,410,540,410,148,137,154,177,127,220,3,10,10,0,0.551,0.163,0.165,0.001,0.08,0.036,0.036,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,1.7902,1.7959,NA,2.2293,2.3034,NA,NA,NA,NA,NA,NA,NA,NA,4.912,-19.199,3.485,-19.659,1.3884962,8.8323176,8.4547882,48.939272,21.37372881,0.778337969,19.68947976,3.481554209
STPSB4,27/04/2017,S. pistillata,1,NT,Bitou,10,w,1,1,16742.36914,28.2411,8106.61377,10,1,0.091,0.1125,0.1043,550,580,335,560,490,445,285,340,255,210,230,350,3,10,10,0.001,0.601,0.183,0.185,0.002,0.116,0.04,0.041,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,1.9499,2.0097,NA,2.2906,2.4068,NA,NA,NA,NA,NA,NA,NA,NA,4.896,-18.775,3.326,-18.992,1.5233204,10.7816277,8.2584628,50.1911651,21.37372881,0.778337969,19.68947976,3.481554209
STPSB8,27/04/2017,S. pistillata,1,NT,Bitou,10,w,1,1,18308.05859,27.3845,9514.780273,10,1,0.0915,0.112,0.1056,400,350,355,385,350,320,147,139,145,152,145,126,3,10,10,0.002,0.5,0.15,0.157,0.002,0.143,0.056,0.048,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,1.3931,1.3596,NA,2.0434,2.0717,NA,NA,NA,NA,NA,NA,NA,NA,4.962,-17.649,3.276,-17.976,1.1200608,12.9051126,6.7586024,46.6834936,21.37372881,0.778337969,19.68947976,3.481554209
STPSB10,27/04/2017,S. pistillata,1,NT,Bitou,10,w,1,1,10213.11133,15.8331,6677.286133,10,1,0.0896,0.1107,0.1037,370,420,435,380,445,350,140,165,130,165,165,130,3,10,10,0.001,0.543,0.163,0.17,0.001,0.122,0.058,0.055,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,1.6916,1.7443,NA,1.7833,1.8407,NA,NA,NA,NA,NA,NA,NA,NA,4.333,-19.743,3.218,-19.893,1.2299263,7.1972123,8.5858842,48.9470629,21.37372881,0.778337969,19.68947976,3.481554209
STPSB12,27/04/2017,S. pistillata,1,NT,Bitou,10,w,1,1,11059.68945,16.0922,6091.472656,10,1,0.0909,0.1098,0.1042,445,300,335,445,345,445,125,185,166,147,136,189,3,10,10,0,0.533,0.155,0.162,0.002,0.112,0.059,0.047,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,1.596,1.5934,NA,1.7868,1.8845,NA,NA,NA,NA,NA,NA,NA,NA,4.383,-18.917,2.781,-19.886,1.3359138,7.4601023,8.3140045,49.5787329,21.37372881,0.778337969,19.68947976,3.481554209
STPSS1,20/07/2017,S. pistillata,1,GI,Guiwan ,10,S,1,1,18781.5625,29.7531,7983.13623,10,1,0.09,0.107,0.1021,132,124,161,111,117,122,99,108,92,95,95,102,3,10,10,0,0.138,0.042,0.042,0.003,0.673,0.334,0.23,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,0.7886,0.7156,NA,1.0409,1.0085,NA,NA,NA,NA,NA,NA,NA,NA,3.842,-18.419,1.28,-18.221,0.5823337,6.3281618,5.873249,39.238432,28.34967213,1.07605602,44.06271592,4.294457341
STPSS2,20/07/2017,S. pistillata,1,GI,Guiwan ,10,S,1,1,17461.78906,31.0264,6634.223145,10,1,0.0909,0.1089,0.1036,165,290,200,195,170,160,123,153,140,141,102,165,3,10,10,0,0.269,0.081,0.082,0.002,0.818,0.352,0.276,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,1.2049,1.1693,NA,1.6046,1.6856,NA,NA,NA,NA,NA,NA,NA,NA,3.359,-17.839,1.621,-17.967,1.2362186,7.658472,7.5095046,50.0283168,28.34967213,1.07605602,44.06271592,4.294457341
STPSS3,22/07/2017,S. pistillata,1,GI,Dabaisha,14.6,S,1,1,29221.93359,49.5841,9339.660156,10,1,0.0893,0.1054,0.101,115,134,119,121,141,127,91,88,61,82,86,71,3,10,10,0.001,0.28,0.084,0.086,0.002,0.684,0.413,0.237,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,1.0383,0.9125,NA,1.1612,1.2653,NA,NA,NA,NA,NA,NA,NA,NA,3.314,-18.265,2.164,-18.219,1.2600523,7.3167365,8.4472715,50.3018109,28.34967213,1.07605602,38.71305552,4.472016289
STPSS4,22/07/2017,S. pistillata,1,GI,Dabaisha,12,S,1,1,12232.90039,22.8284,5166.252441,10,1,0.09,0.1064,0.1027,151,136,200,105,145,150,101,117,90,114,94,112,3,10,10,0,0.145,0.043,0.045,0.005,0.653,0.336,0.219,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,0.8487,0.9264,NA,1.1924,1.2579,NA,NA,NA,NA,NA,NA,NA,NA,3.42,-18.324,1.646,-18.569,1.1880871,7.4291599,8.4599084,50.7168575,28.34967213,1.07605602,41.64954465,4.3825229
STPSS5,22/07/2017,S. pistillata,1,GI,Dabaisha,12,S,1,1,38596.62109,73.3291,11902.70313,10,1,0.0901,0.1077,0.1028,150,165,235,140,160,205,142,165,119,131,122,115,3,10,10,0,0.206,0.063,0.063,0.002,0.209,0.11,0.079,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,0.942,1.0557,NA,1.3097,1.3528,NA,NA,NA,NA,NA,NA,NA,NA,3.603,-17.286,1.785,-18.07,1.0939214,7.0464647,8.5264854,50.1589766,28.34967213,1.07605602,41.64954465,4.3825229
STPSS6,22/07/2017,S. pistillata,1,GI,Dabaisha,12,S,1,1,48017.875,83.0381,20035.50977,10,1,0.0893,0.1067,0.1023,210,205,160,190,190,170,96,97,84,64,61,76,3,10,10,0,0.259,0.079,0.08,0.001,0.125,0.064,0.049,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,1.09,1.1129,NA,1.2675,1.3335,NA,NA,NA,NA,NA,NA,NA,NA,3.623,-17.92,2.294,-18.258,1.4072518,7.4054576,8.6449494,50.7421239,28.34967213,1.07605602,41.64954465,4.3825229
STPDS2,21/07/2017,S. pistillata,1,GI,Guiwan ,40,S,1,1,25326.44141,37.2393,12197.3252,10,1,0.0894,0.1058,0.1017,165,140,120,180,200,125,76,93,91,100,72,93,3,10,10,0.001,0.24,0.074,0.075,0.001,0.155,0.088,0.056,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,0.9301,0.9641,NA,0.882,0.9096,NA,NA,NA,NA,NA,NA,NA,NA,3.465,-18.253,2.137,-18.067,1.0486276,6.5825404,8.3279892,49.0361205,28.34967213,1.07605602,19.06912032,4.17121641
STPDS3,21/07/2017,S. pistillata,1,GI,Guiwan ,40,S,1,1,11296.55469,24.2992,5530.179688,10,1,0.0908,0.1081,0.1034,115,105,155,165,115,155,63,54,43,55,62,63,3,10,10,0,0.218,0.065,0.069,0,0.112,0.062,0.038,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,0.8873,0.891,NA,0.885,0.9495,NA,NA,NA,NA,NA,NA,NA,NA,3.635,-19.009,1.55,-18.68,1.7043614,10.3409225,7.588306,50.0654353,28.34967213,1.07605602,19.06912032,4.17121641
STPDS4,21/07/2017,S. pistillata,1,GI,Guiwan ,40,S,1,1,7875.814453,14.1611,4264.679199,10,1,0.09,0.1066,0.1021,190,235,250,150,220,230,77,88,78,82,80,103,3,10,10,0,0.34,0.101,0.106,0.001,0.104,0.042,0.034,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,1.2162,1.2359,NA,1.2716,1.3714,NA,NA,NA,NA,NA,NA,NA,NA,3.159,-18.407,2.019,-17.692,1.5102183,7.5336518,7.6491994,49.8967435,28.34967213,1.07605602,19.06912032,4.17121641
STPDS5,21/07/2017,S. pistillata,1,GI,Guiwan ,40,S,1,1,13659.28027,26.3525,6998.774902,10,1,0.0914,0.1098,0.1051,210,155,230,250,215,300,99,95,84,74,78,78,3,10,10,0.001,0.28,0.087,0.086,0.004,0.43,0.264,0.162,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,1.5296,1.3812,NA,1.4196,1.5274,NA,NA,NA,NA,NA,NA,NA,NA,3.437,-17.648,1.917,-17.501,1.1716889,7.1322521,8.4421146,48.5154761,28.34967213,1.07605602,19.06912032,4.17121641
STPDS6,21/07/2017,S. pistillata,1,GI,Guiwan ,40,S,1,1,9826.046875,13.8728,5204.506836,10,1,0.0902,0.1077,0.1033,270,195,220,245,265,295,68,99,65,63,67,88,3,10,10,0,0.26,0.082,0.092,0.001,0.146,0.086,0.066,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,0.9673,0.9773,NA,1.0585,1.1572,NA,NA,NA,NA,NA,NA,NA,NA,3.27,-17.826,1.983,-17.373,1.2911428,7.6279518,7.2786014,48.9520594,28.34967213,1.07605602,19.06912032,4.17121641
STPDS7,21/07/2017,S. pistillata,1,GI,Guiwan ,40,S,1,1,5046.212402,6.9341,4016.713867,10,1,0.0898,0.1064,0.1017,225,195,185,205,195,180,57,75,50,78,80,90,3,10,10,0.001,0.294,0.087,0.088,0.001,0.346,0.225,0.119,2,5,STC.2017.09.14,-363.3,1404.1,-1382.8,1050.2,-25.746,0.1395,0.9636,0.9688,NA,0.8788,0.9455,NA,NA,NA,NA,NA,NA,NA,NA,3.403,-19.262,1.672,-19.466,0.9002981,5.791158,8.2661963,49.1795591,28.34967213,1.07605602,19.06912032,4.17121641
STPS1,8/2/2017,S. pistillata,1,GI,Guiwan ,10,w,1,1,11947.4707,18.6059,4633.942383,10,1,0.0905,0.0961,0.094,165,140,110,155,105,95,56,66,45,47,66,56,3,10,10,0,0.224,0.065,0.061,0.002,0.265,0.172,0.083,2,5,STC.2017.06.19,-68.026,242.91,-93.412,641.93,0.2224,0.0929,0.8968,0.9417,NA,0.6135,0.6371,NA,NA,NA,NA,NA,NA,NA,NA,3.346,-18.286,1.727,-18.592,0.5599697,3.3799253,8.1141132,49.7332001,25.10322581,0.186429381,23.55455652,5.33163119
STPS2,8/2/2017,S. pistillata,1,GI,Guiwan ,10,w,1,1,9168.082031,17.1569,4266.274902,10,1,0.0899,0.0966,0.0951,105,110,78,63,87,90,43,48,66,85,60,64,3,10,10,0.002,0.094,0.03,0.029,0.002,0.08,0.045,0.027,2,5,STC.2017.06.19,-68.026,242.91,-93.412,641.93,0.2224,0.0929,0.6573,0.6529,NA,0.7095,0.7265,NA,NA,NA,NA,NA,NA,NA,NA,3.523,-17.593,2.054,-17.629,0.5029188,3.1929784,7.8261773,50.2313744,25.10322581,0.186429381,23.55455652,5.33163119
STPS3,8/2/2017,S. pistillata,1,GI,Guiwan ,10,w,1,1,3621.820068,5.9938,1695.860229,10,1,0.0903,0.0996,0.0966,108,86,88,104,89,73,66,46,41,44,49,49,3,10,10,0,0.101,0.032,0.03,0.016,0.979,0.533,0.313,2,5,STC.2017.06.19,-68.026,242.91,-93.412,641.93,0.2224,0.0929,0.6649,0.7239,NA,0.5545,0.562,NA,NA,NA,NA,NA,NA,NA,NA,3.631,-18.746,2.146,-18.541,0.5229015,3.2599092,7.9678761,48.8501907,25.10322581,0.186429381,23.55455652,5.33163119
